SuperWEB2(tm)

"Census 2022-Person-2Gv2"
"Scotland's Census 2022 - National Records of Scotland Table UV102a - Age (single year) by sex All people"
"Health Board Area 2019 by Age by Sex by Individuals"
"Counting: Individuals"

Filters:
"Summation Options","Individuals"

"Counting","Health Board Area 2019","Age","Sex","Count",
"Individuals","Dumfries and Galloway","Under 1","Female",505
"Individuals","Dumfries and Galloway","Under 1","Male",537
"Individuals","Dumfries and Galloway","1","All people",1155
"Individuals","Dumfries and Galloway","1","Female",550
"Individuals","Dumfries and Galloway","1","Male",605
"Individuals","Dumfries and Galloway","2","All people",1195
"Individuals","Dumfries and Galloway","2","Female",573
"Individuals","Dumfries and Galloway","2","Male",618
"Individuals","Dumfries and Galloway","3","All people",1237
"Individuals","Dumfries and Galloway","3","Female",633
"Individuals","Dumfries and Galloway","3","Male",604
"Individuals","Dumfries and Galloway","4","All people",1281
"Individuals","Dumfries and Galloway","4","Female",644
"Individuals","Dumfries and Galloway","4","Male",632
"Individuals","Dumfries and Galloway","5","All people",1334
"Individuals","Dumfries and Galloway","5","Female",653
"Individuals","Dumfries and Galloway","5","Male",681
"Individuals","Dumfries and Galloway","6","All people",1325
"Individuals","Dumfries and Galloway","6","Female",621
"Individuals","Dumfries and Galloway","6","Male",704
"Individuals","Dumfries and Galloway","7","All people",1311
"Individuals","Dumfries and Galloway","7","Female",650
"Individuals","Dumfries and Galloway","7","Male",660
"Individuals","Dumfries and Galloway","8","All people",1381
"Individuals","Dumfries and Galloway","8","Female",657
"Individuals","Dumfries and Galloway","8","Male",724
"Individuals","Dumfries and Galloway","9","All people",1495
"Individuals","Dumfries and Galloway","9","Female",733
"Individuals","Dumfries and Galloway","9","Male",762
"Individuals","Dumfries and Galloway","10","All people",1503
"Individuals","Dumfries and Galloway","10","Female",723
"Individuals","Dumfries and Galloway","10","Male",780
"Individuals","Dumfries and Galloway","11","All people",1517
"Individuals","Dumfries and Galloway","11","Female",790
"Individuals","Dumfries and Galloway","11","Male",727
"Individuals","Dumfries and Galloway","12","All people",1564
"Individuals","Dumfries and Galloway","12","Female",752
"Individuals","Dumfries and Galloway","12","Male",812
"Individuals","Dumfries and Galloway","13","All people",1541
"Individuals","Dumfries and Galloway","13","Female",771
"Individuals","Dumfries and Galloway","13","Male",773
"Individuals","Dumfries and Galloway","14","All people",1650
"Individuals","Dumfries and Galloway","14","Female",840
"Individuals","Dumfries and Galloway","14","Male",813
"Individuals","Dumfries and Galloway","15","All people",1626
"Individuals","Dumfries and Galloway","15","Female",755
"Individuals","Dumfries and Galloway","15","Male",871
"Individuals","Dumfries and Galloway","16","All people",1606
"Individuals","Dumfries and Galloway","16","Female",756
"Individuals","Dumfries and Galloway","16","Male",850
"Individuals","Dumfries and Galloway","17","All people",1554
"Individuals","Dumfries and Galloway","17","Female",792
"Individuals","Dumfries and Galloway","17","Male",762
